,layers,thresholds,learning rates,epochs,layer_n,epoch,train accuracy,validation accuracy
434,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",2,2,0.3858666718006134,0.3431999981403351
435,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",2,3,0.3873555660247803,0.34220001101493835
436,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",2,4,0.3884444534778595,0.3452000021934509
437,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",2,5,0.38928890228271484,0.3479999899864197
438,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",2,6,0.3903111219406128,0.3483999967575073
439,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",2,7,0.3909333348274231,0.34880000352859497
440,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",2,8,0.39144444465637207,0.35019999742507935
441,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",2,9,0.39177778363227844,0.35040000081062317
442,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",2,10,0.3921111226081848,0.35179999470710754
443,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",2,11,0.39268890023231506,0.3522000014781952
444,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",2,12,0.3930888772010803,0.35339999198913574
445,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",2,13,0.3934222161769867,0.3531999886035919
446,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",2,14,0.393533319234848,0.35359999537467957
447,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",2,15,0.3934444487094879,0.3529999852180481
448,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",2,16,0.39402222633361816,0.3553999960422516
449,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",2,17,0.39426666498184204,0.35499998927116394
450,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,1,0.5618000030517578,0.4269999861717224
451,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,2,0.5638444423675537,0.4284000098705292
452,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,3,0.5665555596351624,0.43320000171661377
453,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,4,0.5680222511291504,0.43299999833106995
454,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,5,0.5690666437149048,0.43479999899864197
455,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,6,0.5699333548545837,0.4336000084877014
456,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,7,0.5707555413246155,0.43380001187324524
457,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,8,0.5715555548667908,0.4334000051021576
458,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,9,0.5720666646957397,0.4325999915599823
459,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,10,0.5726000070571899,0.4339999854564667
460,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,11,0.5732666850090027,0.4327999949455261
461,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,12,0.5736666917800903,0.43140000104904175
462,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,13,0.5743555426597595,0.42980000376701355
463,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,14,0.5745333433151245,0.4296000003814697
464,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,15,0.5742444396018982,0.4293999969959259
465,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,16,0.5744222402572632,0.4307999908924103
466,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,17,0.5746889114379883,0.4311999976634979
467,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,18,0.5746222138404846,0.43160000443458557
468,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,19,0.5745555758476257,0.4302000105381012
469,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,20,0.5743333101272583,0.430400013923645
470,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,21,0.5741333365440369,0.43059998750686646
471,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,22,0.5743777751922607,0.4318000078201294
472,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,23,0.5738666653633118,0.4320000112056732
473,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",2,24,0.5735999941825867,0.43220001459121704
474,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,1,0.5595999956130981,0.4553999900817871
475,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,2,0.5639111399650574,0.460999995470047
476,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,3,0.5655778050422668,0.4634000062942505
477,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,4,0.5672666430473328,0.4652000069618225
478,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,5,0.5687999725341797,0.46560001373291016
479,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,6,0.571577787399292,0.4659999907016754
480,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,7,0.5729110836982727,0.46320000290870667
481,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,8,0.5738666653633118,0.462799996137619
482,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,9,0.5743333101272583,0.46380001306533813
483,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,10,0.5737777948379517,0.46140000224113464
484,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,11,0.5742444396018982,0.4603999853134155
485,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,12,0.5742889046669006,0.4593999981880188
486,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,13,0.5749333500862122,0.4578000009059906
487,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,14,0.5747110843658447,0.45579999685287476
488,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,15,0.5758444666862488,0.45559999346733093
489,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,16,0.5758222341537476,0.45680001378059387
490,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,17,0.5753333568572998,0.4562000036239624
491,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,18,0.5753999948501587,0.4551999866962433
492,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,19,0.5744444727897644,0.45500001311302185
493,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,20,0.5739333629608154,0.4535999894142151
494,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,21,0.5729333162307739,0.45260000228881836
495,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,22,0.5722888708114624,0.453000009059906
496,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,23,0.5718666911125183,0.45159998536109924
497,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,24,0.5716000199317932,0.44999998807907104
498,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,25,0.5713333487510681,0.4503999948501587
499,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,26,0.5692889094352722,0.45080000162124634
500,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,27,0.5685555338859558,0.4505999982357025
501,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,28,0.5676000118255615,0.45019999146461487
502,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,29,0.5666221976280212,0.4490000009536743
503,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,30,0.5658222436904907,0.4472000002861023
504,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,31,0.5643777847290039,0.44440001249313354
505,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,32,0.5632444620132446,0.4431999921798706
506,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",2,33,0.5618444681167603,0.44200000166893005
507,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,1,0.5580222010612488,0.4214000105857849
508,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,2,0.5569333434104919,0.4205999970436096
509,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,3,0.5564000010490417,0.41940000653266907
510,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,4,0.5562222003936768,0.41780000925064087
511,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,5,0.5544000267982483,0.41760000586509705
512,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,6,0.5537999868392944,0.41659998893737793
513,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,7,0.5534889101982117,0.4163999855518341
514,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,8,0.5523333549499512,0.415800005197525
515,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,9,0.5518444180488586,0.41519999504089355
516,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,10,0.5512666702270508,0.4153999984264374
517,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,11,0.5510888695716858,0.41620001196861267
518,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,12,0.5507333278656006,0.4171999990940094
519,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,13,0.5509333610534668,0.4180000126361847
520,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,14,0.5506888628005981,0.4185999929904938
521,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,15,0.5506444573402405,0.4189999997615814
522,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,16,0.5504666566848755,0.42100000381469727
523,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,17,0.5500666499137878,0.42080000042915344
524,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,18,0.5506666898727417,0.4203999936580658
525,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,19,0.5503555536270142,0.4212000072002411
526,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",3,20,0.550000011920929,0.41999998688697815
