,layers,thresholds,learning rates,epochs,layer_n,epoch,train accuracy,validation accuracy
222,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",1,24,0.39702221751213074,0.34299999475479126
223,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",1,25,0.4054222106933594,0.33660000562667847
224,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",1,26,0.3886888921260834,0.33239999413490295
225,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",1,27,0.3926222324371338,0.36500000953674316
226,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",1,28,0.40533334016799927,0.35679998993873596
227,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",1,29,0.38775554299354553,0.3312000036239624
228,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",1,30,0.4130222201347351,0.36640000343322754
229,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",1,31,0.41102221608161926,0.3617999851703644
230,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",1,32,0.3911333382129669,0.358599990606308
231,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",1,33,0.4137111008167267,0.37119999527931213
232,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",1,34,0.4111555516719818,0.3416000008583069
233,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",1,35,0.40637779235839844,0.3653999865055084
234,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",1,36,0.42117777466773987,0.3402000069618225
235,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,1,0.3347555696964264,0.32839998602867126
236,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,2,0.37051111459732056,0.3537999987602234
237,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,3,0.3970000147819519,0.376800000667572
238,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,4,0.42435556650161743,0.39800000190734863
239,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,5,0.41226667165756226,0.37599998712539673
240,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,6,0.43142223358154297,0.39660000801086426
241,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,7,0.44128888845443726,0.4000000059604645
242,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,8,0.4524666666984558,0.41100001335144043
243,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,9,0.44964444637298584,0.4043999910354614
244,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,10,0.4688222110271454,0.41839998960494995
245,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,11,0.4550222158432007,0.4050000011920929
246,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,12,0.4651777744293213,0.41119998693466187
247,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,13,0.46320000290870667,0.4034000039100647
248,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,14,0.4871111214160919,0.4235999882221222
249,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,15,0.49079999327659607,0.41940000653266907
250,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,16,0.5015555620193481,0.42879998683929443
251,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,17,0.500511109828949,0.4318000078201294
252,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,18,0.5062222480773926,0.4309999942779541
253,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,19,0.501800000667572,0.4212000072002411
254,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,20,0.5104222297668457,0.4327999949455261
255,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,21,0.5083333253860474,0.43140000104904175
256,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,22,0.5215333104133606,0.4357999861240387
257,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,23,0.5234888792037964,0.4300000071525574
258,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,24,0.5216666460037231,0.4284000098705292
259,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,25,0.5171777606010437,0.42820000648498535
260,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,26,0.5263333320617676,0.4368000030517578
261,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,27,0.5417333245277405,0.41760000586509705
262,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,28,0.5253999829292297,0.43799999356269836
263,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,29,0.5511333346366882,0.4341999888420105
264,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,30,0.543666660785675,0.42500001192092896
265,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,31,0.5399333238601685,0.43479999899864197
266,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,32,0.5479333400726318,0.4374000132083893
267,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,33,0.5579110980033875,0.43059998750686646
268,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,34,0.5532000064849854,0.4424000084400177
269,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,35,0.5607777833938599,0.43619999289512634
270,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,36,0.5605555772781372,0.4302000105381012
271,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,37,0.5663777589797974,0.4447999894618988
272,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,38,0.5657111406326294,0.4275999963283539
273,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,39,0.5688666701316833,0.430400013923645
274,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,40,0.5758888721466064,0.44200000166893005
275,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,41,0.5687333345413208,0.43720000982284546
276,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,42,0.5815555453300476,0.43779999017715454
277,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,43,0.5765777826309204,0.4307999908924103
278,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,44,0.579288899898529,0.4390000104904175
279,"[3072, 500, 100, 10]","[1, 0.5, 0.1]","[0.1, 0.05, 0.1]","[50, 50, 30]",1,45,0.5915777683258057,0.43880000710487366
280,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,1,0.3376888930797577,0.3303999900817871
281,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,2,0.37442222237586975,0.3637999892234802
282,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,3,0.3952000141143799,0.3797999918460846
283,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,4,0.40826666355133057,0.38960000872612
284,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,5,0.41955554485321045,0.3952000141143799
285,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,6,0.4274444580078125,0.39879998564720154
286,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,7,0.4440000057220459,0.4092000126838684
287,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,8,0.46077778935432434,0.42260000109672546
288,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,9,0.4671555459499359,0.4275999963283539
289,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,10,0.4829777777194977,0.4415999948978424
290,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,11,0.4815777838230133,0.43140000104904175
291,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,12,0.49228888750076294,0.4422000050544739
292,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,13,0.4820444583892822,0.4253999888896942
293,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,14,0.5084444284439087,0.45100000500679016
294,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,15,0.5091999769210815,0.4496000111103058
295,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,16,0.5130888819694519,0.44519999623298645
296,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,17,0.515488862991333,0.451200008392334
297,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,18,0.5218444466590881,0.4602000117301941
298,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,19,0.5251333117485046,0.44339999556541443
299,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,20,0.5332666635513306,0.4564000070095062
300,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,21,0.5433555841445923,0.46799999475479126
301,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,22,0.5380222201347351,0.45980000495910645
302,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,23,0.5457555651664734,0.4702000021934509
303,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,24,0.551800012588501,0.46380001306533813
304,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,25,0.5430222153663635,0.4560000002384186
305,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,26,0.5541333556175232,0.459199994802475
306,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,27,0.5531555414199829,0.46480000019073486
307,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,28,0.5571777820587158,0.4713999927043915
308,"[3072, 1500, 600]","[4, 0.1]","[0.03, 0.05]","[60, 60]",1,29,0.5702221989631653,0.46239998936653137
309,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,1,0.23884443938732147,0.2345999926328659
310,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,2,0.31697776913642883,0.3102000057697296
311,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,3,0.3522889018058777,0.34619998931884766
312,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,4,0.3710666596889496,0.35339999198913574
313,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,5,0.38022223114967346,0.36399999260902405
314,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,6,0.40619999170303345,0.3864000141620636
315,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,7,0.4162222146987915,0.3968000113964081
316,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,8,0.4265333414077759,0.4032000005245209
317,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,9,0.43753331899642944,0.41499999165534973
318,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,10,0.4434666633605957,0.41999998688697815
319,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,11,0.45322221517562866,0.42419999837875366
320,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,12,0.45766666531562805,0.4235999882221222
321,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,13,0.46922221779823303,0.4343999922275543
322,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,14,0.4764222204685211,0.4327999949455261
323,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,15,0.4864000082015991,0.45399999618530273
324,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,16,0.486644446849823,0.44519999623298645
325,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,17,0.48811110854148865,0.4390000104904175
326,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,18,0.5036888718605042,0.45579999685287476
327,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,19,0.49559998512268066,0.45239999890327454
328,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,20,0.5092889070510864,0.45820000767707825
329,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,21,0.5247777700424194,0.4697999954223633
330,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,22,0.5284222364425659,0.4731999933719635
331,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,23,0.5356000065803528,0.47279998660087585
332,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,24,0.5271333456039429,0.46880000829696655
333,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,25,0.5388666391372681,0.46779999136924744
334,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,26,0.5418000221252441,0.47119998931884766
335,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,27,0.5383111238479614,0.4758000075817108
336,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,28,0.555400013923645,0.48500001430511475
337,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,29,0.565155565738678,0.4790000021457672
338,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,30,0.5629333257675171,0.47999998927116394
339,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,31,0.5682666897773743,0.4867999851703644
340,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,32,0.5775555372238159,0.48840001225471497
341,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,33,0.5791555643081665,0.4934000074863434
342,"[3072, 800, 300]","[5, 0.07]","[0.1, 0.1]","[30, 35]",1,34,0.5888888835906982,0.49619999527931213
343,"[3072, 2, 2]","[2, 4]","[0.1, 0.5]","[3, 2]",2,1,0.15862222015857697,0.15839999914169312
344,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,1,0.681755542755127,0.4880000054836273
345,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,2,0.6956222057342529,0.4875999987125397
346,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,3,0.7031777501106262,0.48820000886917114
347,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,4,0.7101110816001892,0.4848000109195709
348,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,5,0.7146666646003723,0.4862000048160553
349,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,6,0.7198444604873657,0.4832000136375427
350,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,7,0.7253111004829407,0.48420000076293945
351,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,8,0.7303333282470703,0.4830000102519989
352,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,9,0.7353110909461975,0.4812000095844269
353,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,10,0.740244448184967,0.4821999967098236
354,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,11,0.7438666820526123,0.4814000129699707
355,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,12,0.7476666569709778,0.47920000553131104
356,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,13,0.7512000203132629,0.47780001163482666
357,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,14,0.7548888921737671,0.47620001435279846
358,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,15,0.7577111124992371,0.4772000014781952
359,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,16,0.7614889144897461,0.47679999470710754
360,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,17,0.7638888955116272,0.47839999198913574
361,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,18,0.7661111354827881,0.47600001096725464
362,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,19,0.7684666514396667,0.4758000075817108
363,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,20,0.7703555822372437,0.47440001368522644
364,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,21,0.771399974822998,0.4745999872684479
365,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,22,0.7726444602012634,0.47279998660087585
366,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,23,0.7743777632713318,0.4742000102996826
367,"[3072, 2048, 2048]","[2, 1]","[0.03, 0.1]","[70, 30]",2,24,0.7748444676399231,0.47360000014305115
368,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,1,0.583911120891571,0.4691999852657318
369,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,2,0.6096888780593872,0.4758000075817108
370,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,3,0.622355580329895,0.4819999933242798
371,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,4,0.6295333504676819,0.4887999892234802
372,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,5,0.6356222033500671,0.4909999966621399
373,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,6,0.6414222121238708,0.49140000343322754
374,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,7,0.6462000012397766,0.48739999532699585
375,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,8,0.6505555510520935,0.4862000048160553
376,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,9,0.6542222499847412,0.48339998722076416
377,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,10,0.657444417476654,0.48420000076293945
378,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,11,0.6608222126960754,0.4844000041484833
379,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,12,0.664377748966217,0.48579999804496765
380,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,13,0.6677333116531372,0.4832000136375427
381,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,14,0.6692666411399841,0.48260000348091125
382,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,15,0.6717555522918701,0.4830000102519989
383,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,16,0.6729555726051331,0.483599990606308
384,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,17,0.6757333278656006,0.48179998993873596
385,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,18,0.6777999997138977,0.4812000095844269
386,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,19,0.6788444519042969,0.48100000619888306
387,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,20,0.6799555420875549,0.4796000123023987
388,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,21,0.6808444261550903,0.4787999987602234
389,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,22,0.6828222274780273,0.477400004863739
390,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,23,0.6840222477912903,0.47699999809265137
391,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,24,0.6849333047866821,0.47600001096725464
392,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,25,0.6854888796806335,0.47519999742507935
393,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,26,0.6861555576324463,0.47360000014305115
394,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,27,0.686644434928894,0.4731999933719635
395,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,28,0.6871333122253418,0.46959999203681946
396,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,29,0.6876222491264343,0.46939998865127563
397,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,30,0.6876888871192932,0.4690000116825104
398,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,31,0.6884222030639648,0.4675999879837036
399,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,32,0.6885333061218262,0.46779999136924744
400,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,33,0.688355565071106,0.46720001101493835
401,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,34,0.6881555318832397,0.4666000008583069
402,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,35,0.6881111264228821,0.46619999408721924
403,"[3072, 500, 300]","[3, 5]","[0.03, 0.05]","[70, 40]",2,36,0.6876444220542908,0.4652000069618225
404,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,1,0.596822202205658,0.4724000096321106
405,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,2,0.6307777762413025,0.4805999994277954
406,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,3,0.6465555429458618,0.4837999939918518
407,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,4,0.6571111083030701,0.48420000076293945
408,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,5,0.6642666459083557,0.48080000281333923
409,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,6,0.6700222492218018,0.47999998927116394
410,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,7,0.6759555339813232,0.4797999858856201
411,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,8,0.6801333427429199,0.47780001163482666
412,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,9,0.6836444735527039,0.477400004863739
413,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,10,0.6875110864639282,0.4758000075817108
414,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,11,0.6911777853965759,0.4787999987602234
415,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,12,0.6950222253799438,0.47679999470710754
416,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,13,0.6996666789054871,0.47440001368522644
417,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,14,0.7036222219467163,0.47859999537467957
418,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,15,0.7119555473327637,0.4779999852180481
419,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,16,0.7187555432319641,0.47540000081062317
420,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,17,0.7224888801574707,0.4772000014781952
421,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,18,0.7256222367286682,0.47940000891685486
422,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,19,0.7254889011383057,0.4747999906539917
423,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,20,0.7265333533287048,0.47380000352859497
424,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,21,0.7301777601242065,0.4763999879360199
425,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,22,0.7320444583892822,0.4790000021457672
426,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,23,0.7299555540084839,0.47839999198913574
427,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,24,0.7328222393989563,0.4830000102519989
428,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,25,0.7330666780471802,0.47519999742507935
429,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,26,0.7344222068786621,0.47279998660087585
430,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,27,0.7355333566665649,0.47760000824928284
431,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,28,0.7364000082015991,0.4740000069141388
432,"[3072, 1000, 800]","[3, 8]","[0.03, 0.08]","[70, 35]",2,29,0.7358666658401489,0.4781999886035919
433,"[3072, 100, 500]","[1, 1]","[0.1, 0.1]","[40, 30]",2,1,0.38271111249923706,0.34200000762939453
